"account_id","open_date","statement_frequency","district_name","num_customers","credit_cards","loan_amount","loan_payments","loan_term","loan_status","loan_default","loan","max_withdrawal","min_withdrawal","cc_payments","max_balance","min_balance"
"3701",1993-10-06,"monthly","Sumperk",1,0,NA,NA,NA,NA,NA,"F",2844,2844,121,59563,800
"3702",1995-04-13,"monthly","Blansko",1,0,NA,NA,NA,NA,NA,"F",9650,418,104,89187,800
"3703",1997-06-18,"monthly","Ostrava - mesto",1,0,NA,NA,NA,NA,NA,"F",1820,192,33,17088,400
"3704",1993-01-24,"monthly","Prerov",1,0,NA,NA,NA,NA,NA,"F",3046,3046,140,49736,500
"3705",1997-10-24,"monthly","Strakonice",2,0,NA,NA,NA,NA,NA,"F",NA,NA,42,143527,200
"3706",1996-04-04,"monthly","Mlada Boleslav",1,0,NA,NA,NA,NA,NA,"F",4298,4298,86,43580,1000
"3708",1996-11-24,"monthly","Zlin",1,0,NA,NA,NA,NA,NA,"F",NA,NA,90,71782,900
"3709",1996-03-05,"monthly","Ostrava - mesto",1,0,NA,NA,NA,NA,NA,"F",5579,255,77,68960,500
"3710",1995-02-25,"monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,NA,"F",4633,4633,99,58751,600
"3711",1997-05-08,"monthly","Beroun",1,0,460980,7683,60,"current","T","T",7683.2,7683.2,34,103750,-6280
"3712",1994-09-13,"monthly","Beroun",1,0,NA,NA,NA,NA,NA,"F",2499,2499,99,33267,900
"3713",1993-06-08,"weekly","Ceske Budejovice",2,1,NA,NA,NA,NA,NA,"F",NA,NA,190,149449,800
"3714",1994-04-21,"weekly","Benesov",1,0,NA,NA,NA,NA,NA,"F",3217,77,135,152090,800
"3715",1997-11-27,"monthly","Ostrava - mesto",1,0,NA,NA,NA,NA,NA,"F",NA,NA,7,21000,900
"3716",1997-04-14,"monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,NA,"F",NA,NA,12,27700,200
"3717",1994-05-20,"monthly","Breclav",1,0,NA,NA,NA,NA,NA,"F",10727,1558.2,118,54663,400
"3718",1994-04-16,"monthly","Vyskov",1,0,NA,NA,NA,NA,NA,"F",2107,2107,139,44457,900
"3719",1997-06-19,"monthly","Litomerice",1,0,NA,NA,NA,NA,NA,"F",3197,3197,38,53669,200
"3720",1993-07-30,"monthly","Liberec",2,0,NA,NA,NA,NA,NA,"F",2957,2957,128,65002,800
"3721",1996-02-21,"monthly","Domazlice",2,1,NA,NA,NA,NA,NA,"F",2128,132,65,26244,500
"3722",1997-12-07,"monthly","Sumperk",2,0,NA,NA,NA,NA,NA,"F",8123,8123,29,53553,1100
"3723",1996-06-14,"monthly","Benesov",1,0,NA,NA,NA,NA,NA,"F",NA,NA,85,105445,700
"3724",1997-08-06,"monthly","Jindrichuv Hradec",1,0,NA,NA,NA,NA,NA,"F",2597,2597,27,99789,400
"3725",1995-06-11,"monthly","Decin",1,0,NA,NA,NA,NA,NA,"F",7642,7642,87,88110,800
"3726",1996-07-14,"monthly","Brno - mesto",1,0,NA,NA,NA,NA,NA,"F",6785,2588,71,115659,400
"3727",1996-01-19,"monthly","Zdar nad Sazavou",1,0,NA,NA,NA,NA,NA,"F",6598,836,84,82056,600
"3728",1994-08-18,"monthly","Praha - vychod",2,0,NA,NA,NA,NA,NA,"F",NA,NA,112,48358,1000
"3729",1995-04-14,"monthly","Tachov",2,0,NA,NA,NA,NA,NA,"F",2941,2941,85,25418,300
"3730",1994-09-08,"monthly","Pelhrimov",1,0,NA,NA,NA,NA,NA,"F",1944,1944,105,62980,800
"3731",1996-05-20,"monthly","Karvina",1,0,NA,NA,NA,NA,NA,"F",1974,1974,59,26063,1100
"3732",1997-05-25,"monthly","Tabor",2,0,NA,NA,NA,NA,NA,"F",1668,1668,35,37924,500
"3733",1996-07-22,"monthly","Decin",2,1,NA,NA,NA,NA,NA,"F",11123,11123,76,128079,1000
"3734",1993-03-08,"monthly","Hradec Kralove",1,0,NA,NA,NA,NA,NA,"F",NA,NA,147,37487,-12790
"3735",1995-04-27,"monthly","Hl.m. Praha",1,1,NA,NA,NA,NA,NA,"F",6302,1173,115,141990,300
"3736",1996-05-08,"monthly","Brno - mesto",2,0,NA,NA,NA,NA,NA,"F",3500,3500,65,43395,1000
"3737",1995-03-01,"monthly","Chomutov",1,0,NA,NA,NA,NA,NA,"F",3805,29,93,44798,1100
"3738",1993-08-01,"monthly","Trutnov",1,0,NA,NA,NA,NA,NA,"F",5750,5750,132,73194,700
"3739",1997-03-25,"monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,NA,"F",NA,NA,44,73466,600
"3741",1996-08-18,"monthly","Znojmo",1,0,NA,NA,NA,NA,NA,"F",4228,4228,65,40926,800
"3742",1997-05-11,"monthly","Kromeriz",1,0,NA,NA,NA,NA,NA,"F",2969,2969,41,30768,1000
"3743",1996-03-22,"monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,NA,"F",5478,390,68,71901,600
"3745",1993-08-04,"monthly","Kolin",1,0,NA,NA,NA,NA,NA,"F",11469,841,159,154590,900
"3746",1996-06-04,"monthly","Karvina",1,0,NA,NA,NA,NA,NA,"F",4353,556,63,108608,1000
"3747",1994-05-01,"monthly","Hl.m. Praha",1,0,76380,6365,12,"expired","F","T",6365,1500,142,41703,1100
"3748",1993-07-10,"monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,NA,"F",1820,308,127,22689,1000
"3749",1996-08-10,"monthly","Frydek - Mistek",2,0,NA,NA,NA,NA,NA,"F",3904,3904,58,91968,800
"3750",1995-03-18,"monthly","Vsetin",2,0,NA,NA,NA,NA,NA,"F",7774,7774,94,83435,1000
"3751",1993-09-15,"monthly","Nymburk",1,1,NA,NA,NA,NA,NA,"F",3046,110,129,66480,1100
"3752",1994-11-25,"monthly","Hl.m. Praha",1,0,18564,1547,12,"expired","F","T",3218,1547,100,93906,200
"3753",1995-02-24,"monthly","Plzen - sever",1,1,NA,NA,NA,NA,NA,"F",1540,1540,90,51054,900
"3754",1996-02-19,"weekly","Litomerice",2,0,68544,2856,24,"expired","F","T",3976,900,72,96559,900
"3755",1996-01-20,"monthly","Zlin",1,0,NA,NA,NA,NA,NA,"F",13500,2956.1,93,141091,200
"3756",1994-10-17,"weekly","Most",1,1,NA,NA,NA,NA,NA,"F",9023,9023,126,170755,400
"3757",1997-09-24,"monthly","Zlin",1,0,NA,NA,NA,NA,NA,"F",3933,803,31,91511,1100
"3758",1995-09-19,"monthly","Louny",1,0,NA,NA,NA,NA,NA,"F",4009,4009,101,60150,800
"3759",1993-12-29,"monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,NA,"F",1642,1642,118,44997,600
"3760",1993-01-13,"monthly","Chrudim",1,0,NA,NA,NA,NA,NA,"F",2947.8,2947.8,177,169292,1000
"3763",1995-08-23,"monthly","Brno - venkov",1,1,NA,NA,NA,NA,NA,"F",3623,3232,91,48225,800
"3764",1995-11-05,"monthly","Jesenik",1,0,NA,NA,NA,NA,NA,"F",2506,2506,95,46575,900
"3765",1996-11-14,"monthly","Ceska Lipa",1,1,NA,NA,NA,NA,NA,"F",762,617,47,19938,600
"3766",1996-10-18,"after every transaction","Rokycany",1,1,NA,NA,NA,NA,NA,"F",9546,9546,53,107952,1000
"3767",1995-11-15,"monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,NA,"F",3655,881,79,66439,600
"3768",1997-06-06,"monthly","Usti nad Orlici",1,0,NA,NA,NA,NA,NA,"F",NA,NA,48,116983,400
"3769",1996-05-14,"monthly","Beroun",1,1,NA,NA,NA,NA,NA,"F",2050,2050,62,34603,700
"3770",1995-09-20,"monthly","Cheb",1,0,NA,NA,NA,NA,NA,"F",9060,9060,88,117773,200
"3771",1993-06-11,"monthly","Domazlice",1,0,NA,NA,NA,NA,NA,"F",1152,1152,145,163152,700
"3772",1995-11-20,"monthly","Melnik",1,0,NA,NA,NA,NA,NA,"F",7775,7775,75,77178,1100
"3773",1997-05-04,"monthly","Praha - vychod",1,0,NA,NA,NA,NA,NA,"F",3146,3146,41,34703,700
"3774",1996-08-30,"monthly","Olomouc",1,0,NA,NA,NA,NA,NA,"F",5745,2881,60,57568,300
"3775",1993-06-27,"monthly","Prachatice",2,0,NA,NA,NA,NA,NA,"F",2448,2448,129,30980,300
"3776",1996-10-16,"monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,NA,"F",4739,2261,54,85278,1000
"3777",1995-01-19,"monthly","Karvina",1,0,NA,NA,NA,NA,NA,"F",1039,102,91,30689,200
"3778",1993-07-04,"monthly","Usti nad Orlici",1,0,NA,NA,NA,NA,NA,"F",3035,1515,138,130297,1100
"3779",1995-07-08,"monthly","Ostrava - mesto",1,1,NA,NA,NA,NA,NA,"F",2969,159,93,75965,200
"3780",1995-11-25,"monthly","Chrudim",2,0,NA,NA,NA,NA,NA,"F",1241,370,73,29960,300
"3781",1993-03-26,"monthly","Tachov",1,0,NA,NA,NA,NA,NA,"F",7701,7701,143,115356,800
"3782",1997-03-17,"weekly","Nymburk",1,1,NA,NA,NA,NA,NA,"F",10608,553,48,90857,1100
"3783",1995-11-29,"monthly","Teplice",1,0,NA,NA,NA,NA,NA,"F",3041,3041,79,46189,300
"3784",1996-01-22,"monthly","Klatovy",1,0,NA,NA,NA,NA,NA,"F",3360,1583,85,46039,400
"3785",1993-03-24,"monthly","Praha - vychod",2,0,NA,NA,NA,NA,NA,"F",6502,6502,154,146168,200
"3786",1993-06-22,"monthly","Tabor",1,0,NA,NA,NA,NA,NA,"F",NA,NA,178,162208,-2767
"3787",1993-02-19,"monthly","Karvina",1,1,NA,NA,NA,NA,NA,"F",4407,1953,142,88504,800
"3788",1993-04-10,"monthly","Karvina",1,0,NA,NA,NA,NA,NA,"F",NA,NA,246,111777,300
"3789",1996-08-18,"monthly","Kutna Hora",1,0,NA,NA,NA,NA,NA,"F",11244,11244,68,123718,500
"3790",1997-05-13,"weekly","Hl.m. Praha",1,0,NA,NA,NA,NA,NA,"F",NA,NA,48,144731,163
"3791",1996-05-03,"weekly","Hl.m. Praha",1,0,NA,NA,NA,NA,NA,"F",3682,1033,67,91508,400
"3792",1993-08-11,"monthly","Praha - vychod",1,0,NA,NA,NA,NA,NA,"F",3518,3518,131,27784,300
"3793",1996-06-28,"monthly","Kolin",1,0,NA,NA,NA,NA,NA,"F",5706,5706,65,46780,300
"3794",1997-02-03,"monthly","Strakonice",1,1,NA,NA,NA,NA,NA,"F",4536,4536,48,80743,400
"3795",1996-03-18,"monthly","Liberec",1,0,NA,NA,NA,NA,NA,"F",6679,2419,68,66564,900
"3796",1993-05-25,"monthly","Blansko",1,0,NA,NA,NA,NA,NA,"F",8301,8301,141,90862,400
"3797",1994-09-03,"monthly","Zlin",1,0,NA,NA,NA,NA,NA,"F",NA,NA,71,40106,1000
"3798",1997-08-27,"monthly","Cesky Krumlov",1,0,NA,NA,NA,NA,NA,"F",8637,1258,34,54654,200
"3799",1996-11-29,"monthly","Ostrava - mesto",1,0,NA,NA,NA,NA,NA,"F",4673,136,52,70458,900
"3800",1996-09-16,"monthly","Sokolov",1,0,NA,NA,NA,NA,NA,"F",3634,1294,59,35840,900
"3801",1996-06-20,"monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,NA,"F",NA,NA,61,74448,200
"3802",1996-04-18,"monthly","Chrudim",1,0,NA,NA,NA,NA,NA,"F",3276,3276,61,26750,200
"3803",1996-01-26,"monthly","Trebic",1,0,NA,NA,NA,NA,NA,"F",5188,5188,80,43692,1100
"3804",1994-04-07,"monthly","Melnik",1,0,63252,5271,12,"expired","F","T",5270.7,643,119,86343,13098
"3805",1994-07-02,"monthly","Nymburk",2,0,NA,NA,NA,NA,NA,"F",5908,5908,120,59446,1000
"3806",1996-04-18,"monthly","Liberec",1,0,NA,NA,NA,NA,NA,"F",3216,18,66,70301,200
"3807",1995-09-05,"monthly","Blansko",1,0,NA,NA,NA,NA,NA,"F",4828,4828,83,86137,1000
"3808",1993-08-11,"monthly","Louny",1,0,NA,NA,NA,NA,NA,"F",4767,1966,139,79590,500
"3809",1996-11-21,"monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,NA,"F",1965,2,58,61931,1000
"3810",1995-06-22,"monthly","Hradec Kralove",1,0,NA,NA,NA,NA,NA,"F",2862,2862,83,58368,500
"3811",1996-10-26,"monthly","Hl.m. Praha",1,1,NA,NA,NA,NA,NA,"F",2515,2515,69,47543,800
"3812",1995-01-16,"monthly","Olomouc",1,0,NA,NA,NA,NA,NA,"F",2125,2125,91,48260,400
"3813",1997-10-09,"monthly","Hl.m. Praha",2,1,NA,NA,NA,NA,NA,"F",5645,333,34,43659,1100
"3814",1995-12-27,"monthly","Ostrava - mesto",1,0,NA,NA,NA,NA,NA,"F",NA,NA,13,28400,900
"3815",1996-03-24,"monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,NA,"F",3162.4,3162.4,67,129828,400
"3816",1996-04-21,"monthly","Klatovy",2,0,NA,NA,NA,NA,NA,"F",NA,NA,23,44600,400
"3817",1995-02-10,"monthly","Karvina",1,0,NA,NA,NA,NA,NA,"F",6529,6529,108,40529,700
"3818",1993-01-01,"monthly","Ostrava - mesto",2,0,NA,NA,NA,NA,NA,"F",4065,1474,154,82001,600
"3819",1996-11-11,"monthly","Jesenik",1,0,NA,NA,NA,NA,NA,"F",7102,7102,56,36243,700
"3820",1993-11-14,"monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,NA,"F",8054,8054,148,93071,700
"3821",1996-04-18,"monthly","Pisek",1,1,NA,NA,NA,NA,NA,"F",NA,NA,104,68169,500
"3822",1993-09-22,"monthly","Mlada Boleslav",1,0,NA,NA,NA,NA,NA,"F",11657,11657,155,66578,500
"3823",1995-04-19,"monthly","Ostrava - mesto",1,0,NA,NA,NA,NA,NA,"F",NA,NA,47,61108,1000
"3824",1994-03-20,"monthly","Usti nad Labem",1,1,NA,NA,NA,NA,NA,"F",6198,6198,120,42367,700
"3825",1993-12-14,"monthly","Melnik",1,0,NA,NA,NA,NA,NA,"F",NA,NA,80,68184,400
"3826",1995-03-05,"monthly","Chomutov",1,0,NA,NA,NA,NA,NA,"F",4518,4518,115,59853,900
"3827",1994-10-04,"monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,NA,"F",NA,NA,104,48842,200
"3828",1997-08-28,"monthly","Chrudim",1,0,NA,NA,NA,NA,NA,"F",2010,2010,29,21977,1100
"3830",1997-04-20,"monthly","Breclav",1,1,NA,NA,NA,NA,NA,"F",5498,5498,51,61693,700
"3832",1996-01-22,"monthly","Jicin",2,0,NA,NA,NA,NA,NA,"F",4176,160,79,39863,200
"3833",1997-07-13,"monthly","Vsetin",1,0,NA,NA,NA,NA,NA,"F",6760,6760,38,120180,800
"3834",1993-01-19,"monthly","Brno - mesto",2,0,23052,1921,12,"expired","F","T",3189,262,158,54322,700
"3835",1993-03-16,"monthly","Svitavy",1,0,NA,NA,NA,NA,NA,"F",6337,1247,145,54516,900
"3836",1997-12-09,"monthly","Frydek - Mistek",1,0,NA,NA,NA,NA,NA,"F",5308,1011,27,73718,300
"3837",1993-08-26,"after every transaction","Rychnov nad Kneznou",2,0,NA,NA,NA,NA,NA,"F",1377.6,1377.6,145,73510,800
"3838",1994-05-02,"monthly","Beroun",1,0,NA,NA,NA,NA,NA,"F",NA,NA,114,52485,800
"3839",1995-02-21,"monthly","Hl.m. Praha",2,0,NA,NA,NA,NA,NA,"F",3072.1,3072.1,93,95204,600
"3840",1994-02-19,"monthly","Sumperk",2,0,NA,NA,NA,NA,NA,"F",2559,2559,113,42619,700
"3841",1995-01-22,"monthly","Mlada Boleslav",1,0,NA,NA,NA,NA,NA,"F",1223,440,91,40978,800
"3842",1997-03-12,"monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,NA,"F",2776,2776,39,52975,800
"3843",1996-10-02,"monthly","Uherske Hradiste",1,0,NA,NA,NA,NA,NA,"F",NA,NA,63,64684,700
"3844",1993-05-23,"monthly","Bruntal",2,0,NA,NA,NA,NA,NA,"F",2260,2260,131,26578,200
"3845",1995-05-14,"monthly","Rychnov nad Kneznou",1,0,NA,NA,NA,NA,NA,"F",8866,8866,88,75188,500
"3846",1997-04-27,"monthly","Trebic",1,1,NA,NA,NA,NA,NA,"F",2016,2016,37,18776,700
"3847",1995-06-13,"monthly","Decin",1,0,NA,NA,NA,NA,NA,"F",5500,7,87,84018,1100
"3848",1996-07-10,"monthly","Strakonice",1,0,NA,NA,NA,NA,NA,"F",7241,7241,72,80870,200
"3849",1994-10-21,"monthly","Prerov",1,0,NA,NA,NA,NA,NA,"F",4447,4447,103,82614,900
"3850",1993-08-09,"monthly","Mlada Boleslav",2,1,NA,NA,NA,NA,NA,"F",5120,2037,135,91314,900
"3851",1997-02-27,"monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,NA,"F",9505,1294,46,124259,300
"3852",1997-09-14,"monthly","Strakonice",1,0,NA,NA,NA,NA,NA,"F",3144,220,27,26529,200
"3854",1996-04-18,"monthly","Mlada Boleslav",1,0,NA,NA,NA,NA,NA,"F",1290,930,80,36172,300
"3855",1995-09-04,"monthly","Decin",1,0,NA,NA,NA,NA,NA,"F",5578,795,82,76259,300
"3856",1996-12-03,"monthly","Jicin",1,0,NA,NA,NA,NA,NA,"F",2280,2280,51,22734,500
"3857",1997-10-22,"monthly","Brno - mesto",1,0,NA,NA,NA,NA,NA,"F",2183,2183,25,23138,200
"3858",1995-12-14,"monthly","Benesov",1,1,NA,NA,NA,NA,NA,"F",NA,NA,105,59982,300
"3859",1996-04-23,"monthly","Blansko",1,0,307200,5120,60,"current","T","T",5120.2,5120.2,69,142668,-11549
"3860",1994-10-11,"monthly","Kladno",1,0,NA,NA,NA,NA,NA,"F",8323,1248.5,104,50539,1100
"3861",1997-01-30,"monthly","Benesov",2,0,NA,NA,NA,NA,NA,"F",4227,4227,46,97154,700
"3862",1996-11-23,"monthly","Hl.m. Praha",1,0,74916,2081,36,"current","F","T",7824,2080.8,74,143677,600
"3863",1993-09-14,"monthly","Cesky Krumlov",1,0,NA,NA,NA,NA,NA,"F",8504,8504,143,52299,600
"3864",1996-07-01,"monthly","Decin",1,0,NA,NA,NA,NA,NA,"F",5960,347,79,128941,1100
"3865",1995-02-09,"monthly","Svitavy",1,0,NA,NA,NA,NA,NA,"F",5947,5947,95,82000,500
"3866",1995-09-05,"monthly","Prostejov",1,0,NA,NA,NA,NA,NA,"F",NA,NA,36,60998,700
"3867",1997-07-19,"monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,NA,"F",5476,5476,37,53747,800
"3868",1993-08-21,"monthly","Hradec Kralove",1,0,NA,NA,NA,NA,NA,"F",3259,3259,125,34992,200
"3869",1994-09-13,"monthly","Olomouc",1,0,NA,NA,NA,NA,NA,"F",6360,1248.5,159,167311,700
"3870",1997-01-08,"monthly","Louny",1,0,NA,NA,NA,NA,NA,"F",3673,3673,49,24936,800
"3871",1993-01-08,"monthly","Plzen - mesto",2,0,NA,NA,NA,NA,NA,"F",1505,153,139,61655,300
"3872",1997-05-21,"monthly","Klatovy",2,0,NA,NA,NA,NA,NA,"F",5301,923,50,58177,1100
"3874",1995-06-02,"monthly","Trutnov",2,1,NA,NA,NA,NA,NA,"F",5861,5861,110,69054,200
"3875",1997-10-18,"monthly","Chrudim",1,0,153936,6414,24,"current","F","T",6413.7,6413.7,29,117929,1100
"3876",1994-02-13,"monthly","Jesenik",1,0,NA,NA,NA,NA,NA,"F",12056,12056,130,136914,500
"3877",1996-10-22,"monthly","Kromeriz",1,0,NA,NA,NA,NA,NA,"F",3711,3711,52,94466,500
"3878",1994-10-07,"monthly","Cheb",1,0,NA,NA,NA,NA,NA,"F",1648,70,124,34176,500
"3880",1996-07-28,"monthly","Beroun",1,0,NA,NA,NA,NA,NA,"F",1942,1942,56,44404,800
"3881",1996-03-04,"monthly","Tabor",1,0,NA,NA,NA,NA,NA,"F",3188,1319,85,39276,800
"3882",1993-07-09,"monthly","Praha - vychod",1,0,NA,NA,NA,NA,NA,"F",1608,77,167,34527,500
"3883",1993-03-15,"monthly","Olomouc",1,1,NA,NA,NA,NA,NA,"F",NA,NA,254,88337,500
"3884",1996-11-14,"monthly","Hl.m. Praha",2,0,NA,NA,NA,NA,NA,"F",5011,5011,58,34425,700
"3885",1997-04-01,"monthly","Trutnov",1,1,NA,NA,NA,NA,NA,"F",1176,1176,46,35543,200
"3886",1994-02-20,"monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,NA,"F",NA,NA,133,158955,400
"3887",1996-05-08,"monthly","Uherske Hradiste",1,0,NA,NA,NA,NA,NA,"F",2013,2013,80,52358,200
"3888",1993-05-27,"monthly","Most",1,0,NA,NA,NA,NA,NA,"F",NA,NA,26,26800,1000
"3889",1997-07-03,"monthly","Jindrichuv Hradec",2,0,NA,NA,NA,NA,NA,"F",1767,173,37,16712,1100
"3890",1996-02-10,"monthly","Svitavy",1,1,NA,NA,NA,NA,NA,"F",5467,5467,89,64839,400
"3891",1993-08-18,"monthly","Hl.m. Praha",2,0,NA,NA,NA,NA,NA,"F",3172,3172,136,102984,600
"3892",1993-10-25,"monthly","Hradec Kralove",1,0,NA,NA,NA,NA,NA,"F",2238,2238,121,19757,800
"3893",1996-12-13,"monthly","Havlickuv Brod",2,1,NA,NA,NA,NA,NA,"F",1534,1501,61,33246,600
"3894",1996-09-25,"monthly","Usti nad Orlici",2,1,NA,NA,NA,NA,NA,"F",2745,621,53,56783,600
"3895",1995-07-14,"monthly","Plzen - jih",1,0,NA,NA,NA,NA,NA,"F",4414,4414,86,51184,1100
"3896",1995-08-17,"monthly","Jicin",1,1,NA,NA,NA,NA,NA,"F",2602,1642,83,114615,400
"3897",1997-04-16,"monthly","Rakovnik",1,0,NA,NA,NA,NA,NA,"F",5350,5350,42,87150,1000
"3898",1994-02-07,"monthly","Karvina",1,0,NA,NA,NA,NA,NA,"F",2650,2650,114,84905,800
"3899",1996-06-25,"monthly","Domazlice",1,0,NA,NA,NA,NA,NA,"F",3069,3069,62,97772,800
"3901",1997-08-30,"monthly","Pribram",1,0,NA,NA,NA,NA,NA,"F",932,932,34,86228,1100
"3902",1995-08-08,"monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,NA,"F",5419,1016,91,45674,800
"3903",1994-12-19,"monthly","Jihlava",2,0,NA,NA,NA,NA,NA,"F",6583,6583,99,60074,500
"3904",1996-10-05,"monthly","Pisek",1,0,NA,NA,NA,NA,NA,"F",2075,2075,55,23377,600
"3905",1997-05-28,"after every transaction","Brno - mesto",1,0,NA,NA,NA,NA,NA,"F",7689,7689,54,122675,800
"3906",1997-07-08,"monthly","Usti nad Orlici",2,1,334620,5577,60,"current","F","T",5577.3,5577.3,38,98482,1100
"3907",1996-04-18,"monthly","Litomerice",1,0,133848,5577,24,"current","F","T",5577.3,5577.3,72,133751,600
"3908",1997-01-16,"monthly","Rakovnik",2,0,NA,NA,NA,NA,NA,"F",1630,1008,43,29850,700
"3909",1993-01-14,"monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,NA,"F",8279,617,144,84241,700
"3910",1997-01-19,"monthly","Praha - vychod",1,0,NA,NA,NA,NA,NA,"F",2673,2673,43,24387,1000
"3911",1997-12-16,"monthly","Ceska Lipa",1,0,NA,NA,NA,NA,NA,"F",1946,1946,21,19366,200
"3912",1994-05-04,"monthly","Benesov",1,0,NA,NA,NA,NA,NA,"F",1551,1177,113,42383,700
"3913",1996-10-04,"monthly","Cheb",1,1,NA,NA,NA,NA,NA,"F",7333,7333,57,56581,900
"3914",1995-09-05,"monthly","Decin",1,0,NA,NA,NA,NA,NA,"F",6118,6118,83,108542,200
"3915",1993-04-02,"monthly","Znojmo",1,0,NA,NA,NA,NA,NA,"F",9510,9510,141,82103,300
"3916",1997-09-28,"monthly","Mlada Boleslav",1,0,96984,2694,36,"current","F","T",10900,1078,33,50063,800
"3917",1996-03-30,"monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,NA,"F",2833,272,67,69722,600
"3918",1993-12-09,"monthly","Blansko",1,0,NA,NA,NA,NA,NA,"F",4865,4865,128,55645,700
"3919",1997-10-18,"monthly","Chomutov",2,0,NA,NA,NA,NA,NA,"F",3521,3521,30,81477,200
"3920",1993-09-01,"monthly","Ostrava - mesto",2,0,NA,NA,NA,NA,NA,"F",NA,NA,140,156780,600
"3921",1994-07-17,"monthly","Pisek",1,0,NA,NA,NA,NA,NA,"F",NA,NA,125,142681,800
"3922",1997-10-22,"monthly","Frydek - Mistek",1,0,NA,NA,NA,NA,NA,"F",2953,2953,25,34087,900
"3923",1993-03-30,"monthly","Usti nad Orlici",1,0,NA,NA,NA,NA,NA,"F",5037,5037,142,121940,400
"3924",1996-02-24,"monthly","Karvina",1,0,NA,NA,NA,NA,NA,"F",3093,3093,65,31101,300
"3925",1995-09-05,"monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,NA,"F",4256,2247,112,140989,400
"3926",1994-09-11,"monthly","Olomouc",2,0,NA,NA,NA,NA,NA,"F",2232,2232,99,52499,400
"3927",1993-10-22,"monthly","Breclav",1,0,NA,NA,NA,NA,NA,"F",1926,1400,155,43228,1000
"3928",1996-05-08,"monthly","Karlovy Vary",1,0,NA,NA,NA,NA,NA,"F",NA,NA,92,71228,900
"3930",1995-04-25,"monthly","Litomerice",1,0,NA,NA,NA,NA,NA,"F",9101,9101,90,60871,800
"3931",1996-02-05,"monthly","Plzen - sever",1,0,NA,NA,NA,NA,NA,"F",NA,NA,72,85872,1000
"3932",1996-07-25,"monthly","Ostrava - mesto",1,0,NA,NA,NA,NA,NA,"F",1593,1593,55,35385,600
"3933",1996-02-11,"monthly","Trebic",2,0,NA,NA,NA,NA,NA,"F",1616.2,1616.2,70,79789,700
"3934",1997-12-23,"monthly","Kutna Hora",1,0,NA,NA,NA,NA,NA,"F",2396,2396,21,32510,700
"3935",1993-03-08,"monthly","Cheb",1,0,NA,NA,NA,NA,NA,"F",5908,652,158,70858,1000
"3936",1995-05-04,"monthly","Most",1,0,NA,NA,NA,NA,NA,"F",1859,127,106,38727,800
"3937",1996-01-10,"monthly","Sumperk",2,0,NA,NA,NA,NA,NA,"F",3385,3385,73,29067,800
"3938",1993-11-17,"monthly","Hodonin",1,1,NA,NA,NA,NA,NA,"F",3869,3869,123,80635,1100
"3939",1993-07-08,"monthly","Karvina",1,0,NA,NA,NA,NA,NA,"F",5177,5177,150,45876,600
"3940",1995-05-07,"weekly","Jablonec n. Nisou",1,0,NA,NA,NA,NA,NA,"F",NA,NA,94,76037,700
"3941",1996-12-26,"monthly","Melnik",2,0,NA,NA,NA,NA,NA,"F",1510,599,45,20784,300
"3942",1996-05-10,"weekly","Plzen - jih",1,0,107352,2982,36,"current","F","T",13428,2982.5,86,153506,600
"3943",1996-03-06,"monthly","Novy Jicin",1,1,NA,NA,NA,NA,NA,"F",1942,1942,69,23695,300
"3944",1995-10-08,"monthly","Domazlice",2,1,NA,NA,NA,NA,NA,"F",3338,1165,80,65561,800
"3945",1995-11-07,"monthly","Svitavy",2,0,NA,NA,NA,NA,NA,"F",NA,NA,47,45064,1000
"3946",1996-07-16,"monthly","Karvina",2,0,NA,NA,NA,NA,NA,"F",4832,4607,59,62147,900
"3947",1996-01-23,"monthly","Sumperk",1,1,NA,NA,NA,NA,NA,"F",2469,619,72,80307,400
"3948",1993-11-09,"monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,NA,"F",2780,210,127,92060,1100
"3949",1996-01-11,"monthly","Brno - mesto",1,0,NA,NA,NA,NA,NA,"F",NA,NA,52,80896,300
"3950",1997-09-01,"monthly","Rychnov nad Kneznou",1,0,NA,NA,NA,NA,NA,"F",6955,1185,33,75766,400
